machine_name,manufacturer,release_date,machine_type,rtp_setting1,rtp_setting2,rtp_setting3,rtp_setting4,rtp_setting5,rtp_setting6,bb_setting1,bb_setting2,bb_setting3,bb_setting4,bb_setting5,bb_setting6,rb_setting1,rb_setting2,rb_setting3,rb_setting4,rb_setting5,rb_setting6,notes,source_url,source_status,source_confidence,source_query,source_candidate_count,source_reason,canonical_machine_name,manufacturer_canonical,cabinet_type,game_type,bt_flag,at_initial_setting1,at_initial_setting2,at_initial_setting3,at_initial_setting4,at_initial_setting5,at_initial_setting6,bonus_initial_setting1,bonus_initial_setting2,bonus_initial_setting3,bonus_initial_setting4,bonus_initial_setting5,bonus_initial_setting6,bonus_combined_setting1,bonus_combined_setting2,bonus_combined_setting3,bonus_combined_setting4,bonus_combined_setting5,bonus_combined_setting6,combined_initial_setting1,combined_initial_setting2,combined_initial_setting3,combined_initial_setting4,combined_initial_setting5,combined_initial_setting6,rtp_complete_setting1,rtp_complete_setting2,rtp_complete_setting3,rtp_complete_setting4,rtp_complete_setting5,rtp_complete_setting6,source_title,source_checked_at
少女☆歌劇 レヴュースタァライト ‐The SLOT‐,OIZUMI（オーイズミ）,2025-03-03,スマスロ / A+AT,97.8,98.8,,104.6,106.9,110.0,,,,,,,,,,,,,"業界初「A+貫通型AT」搭載、機械割設定4=104.6%・設定6=110.0%、1日のマイナス幅が19,000枚到達でコンプリート機能発動(設定変更で解除)、ボーナス・CZ確率等の詳細な設定差データは検索で未確認、ボーナス合算は設定1=1/184.8/設定2=1/182.2/設定4=1/169.9/設定5=1/165.4/設定6=1/160.6",https://1geki.jp/slot/l_revuestarlight/,selected,0.9,少女☆歌劇 レヴュースタァライト ‐The SLOT‐,1,title_contains,少女☆歌劇 レヴュースタァライト ‐The SLOT‐,オーイズミ,スマスロ,A+AT,0,,,,,,,,,,,,,1/184.8,1/182.2,,1/169.9,1/165.4,1/160.6,,,,,,,,,,,,,,
少女☆歌劇 レヴュースタァライト ‐The SLOT‐(スマスロ),OIZUMI（オーイズミ）,2025-03-03,スマスロ / A+AT,97.8,98.8,,104.6,106.9,110.0,,,,,,,,,,,,,"業界初「A+貫通型AT」搭載、機械割設定4=104.6%・設定6=110.0%、1日のマイナス幅が19,000枚到達でコンプリート機能発動(設定変更で解除)、ボーナス・CZ確率等の詳細な設定差データは検索で未確認、ボーナス合算は設定1=1/184.8/設定2=1/182.2/設定4=1/169.9/設定5=1/165.4/設定6=1/160.6",https://1geki.jp/slot/l_revuestarlight/,selected,0.9,少女☆歌劇 レヴュースタァライト ‐The SLOT‐(スマスロ),1,title_contains,少女☆歌劇 レヴュースタァライト ‐The SLOT‐,オーイズミ,スマスロ,A+AT,0,,,,,,,,,,,,,1/184.8,1/182.2,,1/169.9,1/165.4,1/160.6,,,,,,,,,,,,,,
少女☆歌劇レヴュースタァライト,OIZUMI（オーイズミ）,2025-03-03,スマスロ / A+AT,97.8,98.8,,104.6,106.9,110.0,,,,,,,,,,,,,"業界初「A+貫通型AT」搭載、機械割設定4=104.6%・設定6=110.0%、1日のマイナス幅が19,000枚到達でコンプリート機能発動(設定変更で解除)、ボーナス・CZ確率等の詳細な設定差データは検索で未確認、ボーナス合算は設定1=1/184.8/設定2=1/182.2/設定4=1/169.9/設定5=1/165.4/設定6=1/160.6",https://1geki.jp/slot/l_revuestarlight/,selected,0.9,少女☆歌劇レヴュースタァライト,1,title_contains,少女☆歌劇 レヴュースタァライト ‐The SLOT‐,オーイズミ,スマスロ,A+AT,0,,,,,,,,,,,,,1/184.8,1/182.2,,1/169.9,1/165.4,1/160.6,,,,,,,,,,,,,,
幼女戦記,サミー,2022-12-05,AT,97.8,98.8,100.5,105.1,107.5,110.5,,,,,,,,,,,,,ボーナス初当り:1/241〜1/170 天井:512G,https://1geki.jp/slot/s_yojo_senki/,selected,0.9,幼女戦記,1,title_contains,幼女戦記,サミー,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
忍魂参 ～奥義皆伝ノ章～,Daito（大都技研）,2024-03-18,スマスロ / AT,97.8,99.1,101.1,105.5,108.5,112.0,,,,,,,,,,,,,AT初当り:1/369〜1/280 天井:979G,https://1geki.jp/slot/l_shinodama3_kaiden/,selected,0.85,忍魂参 ～奥義皆伝ノ章～,1,title_contains,忍魂参 ～奥義皆伝ノ章～,大都技研,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
戦国†恋姫,藤商事,2023-07-18,A+AT,98.0,99.1,100.8,104.5,106.2,108.1,,,,,,,,,,,,,ボーナス合算:1/161〜1/122 天井:900G,https://1geki.jp/slot/s_sengokukoihime/,selected,0.9,戦国†恋姫,1,title_contains,戦国†恋姫,藤商事,メダル,A+AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
戦国乙女4 戦乱に閃く炯眼の軍師,OLYMPIA ESTATE（オリンピアエステート）,2023-09-04,スマスロ / AT,98.2,99.0,101.2,105.2,110.2,113.0,,,,,,,,,,,,,AT初当り:1/272〜1/217 天井:799G,https://1geki.jp/slot/l_otome_keigan/,selected,0.85,戦国乙女4 戦乱に閃く炯眼の軍師,1,title_contains,戦国乙女4 戦乱に閃く炯眼の軍師,オリンピアエステート,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
戦姫絶唱シンフォギア 勇気の歌,SANKYO,2021-12-20,AT,97.5,98.7,100.6,104.5,107.2,108.6,,,,,,,,,,,,,AT初当り:1/425〜1/280 天井:800G,https://1geki.jp/slot/s_sympho_soc/,selected,0.9,戦姫絶唱シンフォギア 勇気の歌,1,title_contains,戦姫絶唱シンフォギア 勇気の歌,SANKYO,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
戦姫絶唱シンフォギア 正義の歌,SANKYO（三共）,2024-07-08,スマスロ / AT,98.2,99.4,,104.4,108.3,114.9,,,,,,,,,,,,,AT初当り:1/295〜1/233 天井:777G,https://1geki.jp/slot/l_sympho/,selected,0.85,戦姫絶唱シンフォギア 正義の歌,1,title_contains,戦姫絶唱シンフォギア 正義の歌,三共,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
押忍!番長ZERO,大都技研,2022-01-31,AT,97.6,98.8,100.7,105.3,108.5,113.0,,,,,,,,,,,,,初当り:1/246〜1/181 天井:600G,https://1geki.jp/slot/s_osubancho_zero/,selected,0.9,押忍!番長ZERO,2,title_contains,押忍!番長ZERO,大都技研,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
押忍！番長4,Daito（大都技研）,2024-04-22,スマスロ / AT,97.8,98.9,101.5,106.0,110.0,113.1,,,,,,,,,,,,,ボーナス確率:1/259〜1/221 天井:699G,https://1geki.jp/slot/l_osu_bancho4/,selected,1.0,押忍！番長4,1,manual_exact_variant,押忍！番長4,大都技研,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
攻殻機動隊,Sammy（サミー）,2026-02-02,スマスロ / AT,97.9,98.7,100.8,104.9,109.3,112.2,,,,,,,,,,,,,AT初当り1/336.3(設定1)〜1/278.0(設定6)、設定6機械割112.2%、AT「S.A.C.MODE」初期差枚200枚管理・純増約4.0枚/G,https://1geki.jp/slot/l_kokaku/,selected,1.0,攻殻機動隊,1,manual_exact_variant,攻殻機動隊,サミー,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
政宗 戦極,大都技研,2022-08-08,AT,97.6,98.6,100.5,104.5,106.5,107.5,,,,,,,,,,,,,CZ確率:1/141〜1/119 天井:500G,https://1geki.jp/slot/s_masamune_sngk/,selected,0.9,政宗 戦極,1,title_contains,政宗 戦極,大都技研,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新ハナビ,アクロス,2021-07-05,ノーマル,97.7,99.3,,,104.4,109.0,1/277.7,1/268.6,,,1/256.0,1/240.9,1/356.2,1/334.4,,,1/292.6,1/260.1,"設定1,2,5,6 天井なし",https://1geki.jp/slot/s_shinhanabi/,selected,0.9,新ハナビ,1,title_contains,新ハナビ,アクロス,メダル,ノーマル,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新・必殺仕置人 回胴 CRASH SPEC,KYORAKU（京楽）,2024-11-05,スマスロ / AT,97.6,98.5,101.1,105.4,108.8,112.9,,,,,,,,,,,,,AT初当り:1/399〜1/299 天井:999G、ボーナス合算は設定1=1/230.7/設定2=1/224.1/設定3=1/212.9/設定4=1/198.2/設定5=1/184.7/設定6=1/169.0,https://1geki.jp/slot/l_hissatsu_shiokinin_crash/,selected,0.85,新・必殺仕置人 回胴 CRASH SPEC,1,title_contains,新・必殺仕置人 回胴 CRASH SPEC,京楽,スマスロ,AT,0,1/230.7,1/224.1,1/212.9,1/198.2,1/184.7,1/169.0,,,,,,,1/230.7,1/224.1,1/212.9,1/198.2,1/184.7,1/169.0,,,,,,,,,,,,,,
新鬼武者2,エンターライズ,2022-08-08,AT,97.8,98.9,100.5,105.4,108.1,110.1,,,,,,,,,,,,,AT初当り:1/404〜1/299 天井:1000G,https://1geki.jp/slot/s_sinnoni2/,selected,0.9,新鬼武者2,1,title_contains,新鬼武者2,エンターライズ,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新鬼武者3,LEOSTAR（レオスター）,2025-10-06,スマスロ / AT,97.5,98.3,100.2,105.2,109.2,113.0,,,,,,,,,,,,,"ATタイプ/スマスロ/天井、AT純増約2.5枚or約5.5枚/G、ベース約33G、導入台数約15,000台、機械割は設定1=97.5%/設定2=98.3%/設定3=100.2%/設定4=105.2%/設定5=109.2%/設定6=113.0%、AT初当り確率は設定1=1/379.7/設定2=1/372.7/設定3=1/352.8/設定4=1/306.5/設定5=1/297.9/設定6=1/293.1、上位AT「青剣RUSH」継続率89%・約5.5枚/G、新要素「鬼BATTLE」「鬼斬乱舞」",https://1geki.jp/slot/l_shinnoni3/,selected,0.9,新鬼武者3,1,title_contains,新鬼武者3,レオスター,スマスロ,AT,0,1/379.7,1/372.7,1/352.8,1/306.5,1/297.9,1/293.1,,,,,,,,,,,,,,,,,,,,,,,,,,
東京リベンジャーズ,Sammy（サミー）,2025-09-08,スマスロ / AT,97.8,98.8,101.4,106.3,111.2,114.9,,,,,,,,,,,,,AT「東卍RUSH」純増約8.0枚・継続率約80%、天井1周期最大500pt・最大6周期、設定変更後天井900G,https://1geki.jp/slot/l_tokyo_revengers/,selected,0.9,東京リベンジャーズ,1,title_contains,東京リベンジャーズ,サミー,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京喰種,CROSSALPHA（クロスアルファ）,2025-02-03,スマスロ / AT,97.5,99.0,101.6,105.6,110.3,114.9,,,,,,,,,,,,,L東京喰種(TG) AT初当り:1/394.4〜1/261.3 / AT「咬」差枚管理型 / 1日19000枚到達で打ち止め,https://1geki.jp/slot/l_tokyoghoul/,selected,0.85,東京喰種,1,title_contains,東京喰種,クロスアルファ,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
桃太郎電鉄 ～パチスロも定番!～,Konami Amusement（コナミアミューズメント）,2024-12-02,スマスロ / AT,97.9,98.9,100.3,105.3,108.2,111.2,,,,,,,,,,,,,機械割97.9%〜111.2%、差枚数管理型AT(初期150枚・1Gあたり純増約2.5枚)、レア小役成立で高確移行・差枚数上乗せ・特化ゾーン「サイコロゾーン」抽選。旧4号機版(機械割設定1=約96.7%・設定6=約115.0%、ボーナス合算1/167.6〜1/117.4)とは別物,https://1geki.jp/slot/l_momotetsu/,selected,0.85,桃太郎電鉄 ～パチスロも定番!～,1,title_contains,桃太郎電鉄 ～パチスロも定番!～,コナミアミューズメント,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
機動戦士ガンダムSEED,Bisty（ビスティ）,2025-05-07,スマスロ / AT,97.7,98.8,101.2,105.4,110.7,114.9,,,,,,,,,,,,,AT初当り1/460.1(設定1)〜1/318.4(設定6)、機械割設定4=105.4%・設定6=114.9%、AT間天井1280G+α(リセット時750G+α)、CZ間777G天井,https://1geki.jp/slot/l_gundamseed/,selected,0.85,機動戦士ガンダムSEED,1,title_contains,機動戦士ガンダムSEED,ビスティ,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
機動戦士ガンダムユニコーン 覚醒DRIVE,Bisty（ビスティ）,2026-04-20,スマスロ / AT,97.7,98.9,101.0,105.4,110.5,114.9,,,,,,,,,,,,,ATタイプ/スマスロ、機械割は設定1=97.7%/設定2=98.9%/設定3=101.0%/設定4=105.4%/設定5=110.5%/設定6=114.9%、CZ確率は設定1=1/298.5〜設定6=1/239.8、AT初当り確率は設定1=1/471.9〜設定6=1/392.3、「覚醒DRIVE」(最強特化ゾーン、1000枚上乗せ約50%ループ、期待獲得約3600枚)、上位AT「可能性の獣」→2BNS到達で「覚醒HYPER」→4BNSで「覚醒HYPER -Over The Rainbow-」,https://1geki.jp/slot/l_gundam_uc2/,selected,0.85,機動戦士ガンダムユニコーン 覚醒DRIVE,1,title_contains,機動戦士ガンダムユニコーン 覚醒DRIVE,ビスティ,スマスロ,AT,0,1/471.9,,,,,1/392.3,,,,,,,,,,,,,,,,,,,,,,,,,,
武装神姫,コナミアミューズメント,2023-09-19,AT,97.5,98.6,100.6,105.2,107.5,110.1,,,,,,,,,,,,,AT初当り:1/292〜1/200 天井:999G,https://1geki.jp/slot/s_busou_shinki/,selected,0.9,武装神姫,1,title_contains,武装神姫,コナミアミューズメント,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
沖ドキ!BLACK,MIZUHO（ミズホ）,2024-07-01,AT,97.2,98.7,101.9,,104.8,108.6,,,,,,,,,,,,,初当り合算:1/288〜1/248 天井:999G、ボーナス初当りは設定1=1/288.7/設定2=1/277.9/設定3=1/265.8/設定5=1/254.1/設定6=1/243.1,https://1geki.jp/slot/s_oki_doki_black/,selected,0.85,沖ドキ!BLACK,3,title_contains,沖ドキ!BLACK,ミズホ,メダル,AT,0,,,,,,,1/288.7,1/277.9,1/265.8,,1/254.1,1/243.1,,,,,,,1/288.7,1/277.9,1/265.8,,1/254.1,1/243.1,,,,,,,,
沖ドキ!DUO アンコール,MACY（メーシー）,2025-12-22,スマスロ / AT,97.2,98.6,102.4,,106.8,110.0,,,,,,,,,,,,,A+疑似ボーナスAT機、設定1初当り1/240.0(シリーズ最高水準)、設定6初当り1/200近辺、BIG約204枚・REG約84枚、設定6天国移行率約89.6%(2スルー以内、設定5約77.4%/設定4約74.7%)、ボーナス初当りは設定1=1/240.0/設定2=1/230.2/設定3=1/215.8/設定5=1/192.1/設定6=1/181.0,https://1geki.jp/slot/l_okidoki_duo_encore/,selected,0.9,沖ドキ!DUO アンコール,1,title_contains,沖ドキ!DUO アンコール,メーシー,スマスロ,AT,0,,,,,,,1/240.0,1/230.2,1/215.8,,1/192.1,1/181.0,,,,,,,,,,,,,,,,,,,,
沖ドキ!GOLD,ミズホ,2022-12-19,AT,97.2,98.5,100.5,103.4,105.5,108.1,,,,,,,,,,,,,ボーナス合算:1/299〜1/237 天井:999G,https://1geki.jp/slot/s_okidoki_gold_30/,selected,0.9,沖ドキ!GOLD,1,title_contains,沖ドキ!GOLD,ミズホ,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
沖ドキ!GOLD‐30,ミズホ,2022-12-19,AT,97.2,98.5,100.5,103.4,105.5,108.1,,,,,,,,,,,,,ボーナス合算:1/299〜1/237 天井:999G,https://1geki.jp/slot/s_okidoki_gold_30/,selected,0.9,沖ドキ!GOLD‐30,1,title_contains,沖ドキ!GOLD‐30,ミズホ,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
沖ドキ!ゴージャス 25Φ,MIZUHO（ミズホ）,2024-12-02,A+ART,97.2,98.7,101.9,,104.9,109.0,,,,,,,,,,,,,A+ARTタイプ/6.5号機、機械割は設定1=97.2%/設定2=98.7%/設定3=101.9%/設定5=104.9%/設定6=109.0%(設定4未掲載)、ボーナス初当り確率は設定1=1/288.7/設定2=1/278.4/設定3=1/267.2/設定5=1/256.5/設定6=1/246.4、ベース約32G、チェリーB・確定役による設定差、ボーナス初当りは設定1=1/288.7/設定2=1/278.4/設定3=1/267.2/設定5=1/256.5/設定6=1/246.4,https://1geki.jp/slot/s_okidoki_gorgeous25/,selected,0.9,沖ドキ!ゴージャス 25Φ,2,title_contains,沖ドキ!ゴージャス 25Φ,ミズホ,メダル,A+ART,0,,,,,,,1/288.7,1/278.4,1/267.2,,1/256.5,1/246.4,,,,,,,,,,,,,,,,,,,,
沖ドキ!ゴージャス 30Φ,ELECO（エレコ）,2024-12-02,AT,97.2,98.7,101.9,,104.9,109.0,1/213.7,1/204.2,1/187.3,,1/171.6,1/159.4,1/288.5,1/279.6,1/265.0,,1/250.9,1/239.0,設定6機械割109.0%・初当り1/246.4(30Φはエレコ製、25Φがミズホ製)、新規則6.6号機(有利区間6000G)、ボーナス初当りは設定1=1/288.7/設定2=1/278.4/設定3=1/267.2/設定5=1/256.5/設定6=1/246.4,https://1geki.jp/slot/s_okidoki_gorgeous/,selected,1.0,沖ドキ!ゴージャス 30Φ,1,manual_exact_variant,沖ドキ!ゴージャス 30Φ,エレコ,メダル,AT,0,,,,,,,1/288.7,1/278.4,1/267.2,,1/256.5,1/246.4,,,,,,,,,,,,,,,,,,,,
炎炎ノ消防隊,SANKYO,2023-05-08,AT,97.3,98.5,100.5,105.1,108.2,110.0,,,,,,,,,,,,,初当り合算:1/243〜1/208 天井:850G,https://1geki.jp/slot/s_ennenn/,selected,0.9,炎炎ノ消防隊,3,title_contains,炎炎ノ消防隊,SANKYO,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
無職転生 ～異世界行ったら本気だす～,newgin（ニューギン）,2025-12-22,スマスロ / AT,97.7,99.1,100.9,105.4,109.5,113.7,,,,,,,,,,,,,機械割設定4=105.4%・設定6=113.7%、設定6AT初当り約1/292(高設定でも比較的重め)、新筐体MIRAI-H(レバーレス・MAXBET始動)、AT「異世界本気だす」,https://1geki.jp/slot/l_musyokutensei/,selected,0.85,無職転生 ～異世界行ったら本気だす～,1,title_contains,無職転生 ～異世界行ったら本気だす～,ニューギン,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物語シリーズ セカンドシーズン,サミー,2020-03-16,AT,97.7,98.7,100.5,104.4,108.2,112.8,,,,,,,,,,,,,AT初当り:1/260〜1/170 天井:500G,https://1geki.jp/slot/s_monogatari2/,selected,0.9,物語シリーズ セカンドシーズン,1,title_contains,物語シリーズ セカンドシーズン,サミー,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
犬夜叉,クロスアルファ,2022-07-04,AT,97.8,98.8,100.5,105.4,108.1,112.2,,,,,,,,,,,,,AT初当り:1/450〜1/276 天井:3000G(有利区間),https://1geki.jp/slot/s_inuyasha/,selected,1.0,犬夜叉,1,manual_verified_distinct_machine,犬夜叉,クロスアルファ,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
犬夜叉2,F（エフ）,2024-12-02,スマスロ / AT,97.6,98.9,101.72,106.36,111.29,114.99,,,,,,,,,,,,,機械割97.6%〜114.9%(設定4=106.4%)、AT初当り確率1/435.4(設定1)〜1/312.7(設定6)、同色ベル2連時(約40%)・レア役(50%以上)でボーナス当選、設定1-6間の差が最も大きいのは強チェリー確率,https://1geki.jp/slot/l_inuyasya2/,selected,0.9,犬夜叉2,1,title_contains,犬夜叉2,エフ,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
甲鉄城のカバネリ,サミー,2022-07-04,AT,97.7,98.8,100.5,105.9,108.4,110.0,,,,,,,,,,,,,ST初当り:1/407〜1/290 天井:1000G,https://1geki.jp/slot/s_kabaneri/,selected,1.0,甲鉄城のカバネリ,1,manual_verified_distinct_machine,甲鉄城のカバネリ,サミー,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
甲鉄城のカバネリ 海門(うなと)決戦,TAIYO ELEC（タイヨーエレック）,2026-03-02,スマスロ / AT,97.5,98.5,100.8,106.0,111.0,114.9,,,,,,,,,,,,,設定6機械割114.9%、AT初当り1/195.1、ST「カバネリオブジアイアンフォートレス」確率1/318.5・25G+α継続・約76%ループ、初当り純増約6.0枚/G・50%でST直結、終日(9100G)期待収支+4068枚/+81361円、ボーナス初当りは設定1=1/254.2/設定2=1/242.3/設定3=1/239.6/設定4=1/214.0/設定5=1/203.2/設定6=1/195.1,https://1geki.jp/slot/l_kabaneri2/,selected,0.85,甲鉄城のカバネリ 海門(うなと)決戦,1,title_contains,甲鉄城のカバネリ 海門(うなと)決戦,タイヨーエレック,スマスロ,AT,0,1/254.2,1/242.3,1/239.6,1/214.0,1/203.2,1/195.1,1/254.2,1/242.3,1/239.6,1/214.0,1/203.2,1/195.1,,,,,,,,,,,,,,,,,,,,
痛いのは嫌なので防御力に極振りしたいと思います。,Sammy（サミー）,2024-06-03,スマスロ / AT,97.9,98.8,100.5,105.9,109.5,113.0,,,,,,,,,,,,,ボーナス合算:1/319〜1/229 天井:950G+α、ボーナス初当りは設定1=1/319.0/設定2=1/309.8/設定3=1/307.1/設定4=1/266.8/設定5=1/257.1/設定6=1/229.7,https://1geki.jp/slot/l_bofuri/,selected,0.85,痛いのは嫌なので防御力に極振りしたいと思います。,1,title_contains,痛いのは嫌なので防御力に極振りしたいと思います。,サミー,スマスロ,AT,0,,,,,,,1/319.0,1/309.8,1/307.1,1/266.8,1/257.1,1/229.7,1/319.0,1/309.8,1/307.1,1/266.8,1/257.1,1/229.7,,,,,,,,,,,,,,
盾の勇者の成り上がり,サミー,2023-02-20,AT,97.5,98.6,100.5,105.2,108.1,110.1,,,,,,,,,,,,,AT初当り:1/298〜1/190 天井:1173G,https://1geki.jp/slot/s_tat_yu/,selected,0.9,盾の勇者の成り上がり,1,title_contains,盾の勇者の成り上がり,サミー,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
真・一騎当千,Daiichi（大一商会）,2024-10-07,スマスロ / AT,97.6,99.0,101.0,105.8,109.5,112.0,,,,,,,,,,,,,A+AT型ST性能、機械割設定5=109.5%・設定6=112.0%、AT初当り設定1=約1/321、設定6初当り約1/105.3(他設定比で著しく軽い)、設定変更後天井最大400G,https://1geki.jp/slot/l_shin_ikkitosen/,selected,0.85,真・一騎当千,1,title_contains,真・一騎当千,大一商会,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
真俺の空,スパイキー,2022-12-19,AT,97.6,98.8,100.6,104.5,107.2,110.1,,,,,,,,,,,,,AT初当り:1/299〜1/210 天井:999G,https://1geki.jp/slot/s_shin_orenosora/,selected,0.9,真俺の空,1,title_contains,真俺の空,スパイキー,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
真打 吉宗,Daito（大都技研）,2026-04-06,スマスロ / AT,97.8,98.6,101.0,104.5,108.0,114.0,,,,,,,,,,,,,ATタイプ/スマスロ/天井、型式名=L／真打吉宗／A1、検定番号=530504、機械割は設定1=97.8%/設定2=98.6%/設定3=101.0%/設定4=104.5%/設定5=108.0%/設定6=114.0%、CZ確率は設定1=1/313.0〜設定6=1/250.6、AT初当り確率は設定1=1/488.9〜設定6=1/354.9、通常時は周期抽選＋ベル10回毎の「抜刀チャンス」抽選を経てCZ「悪人成敗チャンス」からAT、AT「勧善懲悪ラッシュ」純増約2.7枚/G差枚数管理型,https://1geki.jp/slot/l_shinuchi_yoshimune/,selected,0.9,真打 吉宗,1,title_contains,真打 吉宗,大都技研,スマスロ,AT,0,1/488.9,,,,,1/354.9,,,,,,,,,,,,,,,,,,,,,,,,,,
笑ゥせぇるすまん4,三洋,2022-10-03,AT,97.7,98.7,100.5,104.4,107.1,110.0,,,,,,,,,,,,,AT確率:1/353〜1/247 天井:580G,https://1geki.jp/slot/s_warau4/,selected,0.9,笑ゥせぇるすまん4,1,title_contains,笑ゥせぇるすまん4,三洋,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
範馬刃牙,OLYMPIA（オリンピア）,2026-02-02,スマスロ / AT,97.7,98.5,100.5,105.2,107.9,110.6,,,,,,,,,,,,,AT初当り:1/336〜1/252 天井:600G,https://1geki.jp/slot/l_baki2/,selected,0.9,範馬刃牙,1,title_contains,範馬刃牙,オリンピア,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
絶対衝激III,スパイキー,2021-03-22,AT,97.4,98.7,100.5,103.5,106.1,108.5,,,,,,,,,,,,,AT初当り:1/240〜1/169 天井:508G,https://1geki.jp/slot/s_zettaishougeki3/,selected,0.9,絶対衝激III,1,title_contains,絶対衝激III,スパイキー,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
絶対衝激IV,Idol（アイドル）,2025-11-04,スマスロ / AT,97.2,98.6,100.6,105.8,109.0,112.5,,,,,,,,,,,,,機械割:設定1=97.2%/設定2=98.6%/設定3=100.6%/設定4=105.8%/設定5=109.0%/設定6=112.5%、ボーナス確率:設定1=1/270/設定2=1/261/設定3=1/254/設定4=1/241/設定5=1/231/設定6=1/225、AT確率:設定1=1/543/設定2=1/501/設定3=1/450/設定4=1/357/設定5=1/304/設定6=1/266、設定が上がるほどボーナス・AT確率・機械割すべてが向上する明確な設定差あり、CZ「昇激チャンス」成功期待度約76%(消化中は小役成立で必ず継続),https://1geki.jp/slot/l_zetai4/,selected,0.85,絶対衝激IV,1,title_contains,絶対衝激IV,アイドル,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
絶対衝激～PLATONIC HEART～,Spiky（スパイキー）,2025-06-16,スマスロ / ART,97.4,98.3,100.2,104.1,107.4,110.2,,,,,,,,,,,,,5号機データ割愛,https://1geki.jp/slot/l_zetai/,selected,0.85,絶対衝激～PLATONIC HEART～,1,title_contains,絶対衝激～PLATONIC HEART～,スパイキー,スマスロ,ART,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
緋弾のアリアII,藤商事,2023-02-06,AT,97.5,98.7,100.6,104.5,107.1,110.1,,,,,,,,,,,,,AT初当り:1/374〜1/241 天井:10周期,https://1geki.jp/slot/s_aria2/,selected,0.9,緋弾のアリアII,1,title_contains,緋弾のアリアII,藤商事,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
緑ドン VIVA!情熱南米編 REVIVAL,ユニバーサルブロス,2025-05-07,スマスロ / ART,97.5,98.6,102.3,105.8,111.5,114.9,,,,,,,,,,,,,5号機データ割愛、ボーナス初当りは設定1=1/275.4/設定2=1/274.0/設定3=1/267.3/設定4=1/251.1/設定5=1/229.9/設定6=1/223.4,https://1geki.jp/slot/l_mdn/,selected,0.85,緑ドン VIVA!情熱南米編 REVIVAL,1,title_contains,緑ドン VIVA!情熱南米編 REVIVAL,ユニバーサルブロス,スマスロ,ART,0,,,,,,,1/275.4,1/274.0,1/267.3,1/251.1,1/229.9,1/223.4,,,,,,,,,,,,,,,,,,,,
織田信奈の野望 全国版,新明解,2023-07-18,AT,97.6,98.6,100.5,105.5,107.8,110.2,,,,,,,,,,,,,AT初当り:1/280〜1/192 天井:999G,https://1geki.jp/slot/s_odanobuna_zen/,selected,0.9,織田信奈の野望 全国版,1,title_contains,織田信奈の野望 全国版,新明解,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
